Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:27:43,2020-01-12 13:27:43,0.077s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:27:43,2020-01-12 13:27:43,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:27:43,2020-01-12 13:27:47,3.542s,PASSED
,,,,,,,
Test Cases/tmdfriction,Firefox 69.0,,,2020-01-12 13:27:47,2020-01-12 13:28:23,36.335s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:27:47,2020-01-12 13:27:49,2.304s,PASSED
"navigateToUrl(""https://tmdfriction.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:27:49,2020-01-12 13:27:51,1.879s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:27:51,2020-01-12 13:28:01,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:28:01,2020-01-12 13:28:01,0.433s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:28:01,2020-01-12 13:28:04,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:28:04,2020-01-12 13:28:05,0.373s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:28:05,2020-01-12 13:28:05,0.516s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:28:05,2020-01-12 13:28:08,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:28:08,2020-01-12 13:28:09,0.298s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:28:09,2020-01-12 13:28:17,8.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:28:17,2020-01-12 13:28:17,0.283s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:28:17,2020-01-12 13:28:20,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:28:20,2020-01-12 13:28:20,0.274s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:28:20,2020-01-12 13:28:20,0.074s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:28:20,2020-01-12 13:28:20,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:28:20,2020-01-12 13:28:23,2.785s,PASSED
,,,,,,,
Test Cases/zeb,Firefox 69.0,,,2020-01-12 13:28:23,2020-01-12 13:29:00,37.162s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:28:23,2020-01-12 13:28:25,1.822s,PASSED
"navigateToUrl(""https://zeb.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:28:25,2020-01-12 13:28:27,2.114s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:28:27,2020-01-12 13:28:37,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:28:37,2020-01-12 13:28:38,0.483s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:28:38,2020-01-12 13:28:41,3.003s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:28:41,2020-01-12 13:28:41,0.352s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:28:41,2020-01-12 13:28:42,0.591s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:28:42,2020-01-12 13:28:45,3.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:28:45,2020-01-12 13:28:45,0.270s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:28:45,2020-01-12 13:28:53,8.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:28:53,2020-01-12 13:28:53,0.303s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:28:53,2020-01-12 13:28:56,3.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:28:56,2020-01-12 13:28:56,0.276s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:28:56,2020-01-12 13:28:57,0.077s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:28:57,2020-01-12 13:28:57,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:28:57,2020-01-12 13:29:00,3.756s,PASSED
